"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","총_직장_인구_수","남성_직장_인구_수","여성_직장_인구_수","연령대_10_직장_인구_수","연령대_20_직장_인구_수","연령대_30_직장_인구_수","연령대_40_직장_인구_수","연령대_50_직장_인구_수","연령대_60_이상_직장_인구_수","남성연령대_10_직장_인구_수","남성연령대_20_직장_인구_수","남성연령대_30_직장_인구_수","남성연령대_40_직장_인구_수","남성연령대_50_직장_인구_수","남성연령대_60_이상_직장_인구_수","여성연령대_10_직장_인구_수","여성연령대_20_직장_인구_수","여성연령대_30_직장_인구_수","여성연령대_40_직장_인구_수","여성연령대_50_직장_인구_수","여성연령대_60_이상_직장_인구_수"
"20261","R","전통시장","3130127","석관시장","23","18","5","0","0","3","3","5","12","0","0","2","2","4","10","0","0","1","1","1","2"
"20261","R","전통시장","3130126","새석관시장","41","30","11","0","1","5","7","9","19","0","0","4","4","6","16","0","1","1","3","3","3"
"20261","R","전통시장","3130125","장위전통시장","106","76","30","0","1","16","30","31","28","0","0","8","19","22","27","0","1","8","11","9","1"
"20261","R","전통시장","3130124","번동시장","31","19","12","0","4","6","7","8","6","0","1","3","4","5","6","0","3","3","3","3","0"
"20261","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","44","25","19","0","7","9","12","10","6","0","3","6","6","5","5","0","4","3","6","5","1"
"20261","R","전통시장","3130122","밤나무골시장","31","20","11","0","1","2","8","5","15","0","0","1","4","4","11","0","1","1","4","1","4"
"20261","R","전통시장","3130121","길음시장","430","210","220","28","151","106","72","47","26","11","65","56","36","22","20","17","86","50","36","25","6"
"20261","R","전통시장","3130120","돈암시장(돈암제일시장)","319","162","157","0","30","78","100","80","31","0","9","34","48","52","19","0","21","44","52","28","12"
"20261","R","전통시장","3130119","정릉아리랑시장","159","68","91","0","22","41","44","37","15","0","0","17","18","18","15","0","22","24","26","19","0"
"20261","R","전통시장","3130118","정릉골 골목형상점가","179","111","68","0","10","28","44","59","38","0","1","14","28","41","27","0","9","14","16","18","11"
"20261","R","전통시장","3130117","정릉시장","336","182","154","0","41","83","92","81","39","0","8","42","49","49","34","0","33","41","43","32","5"
"20261","R","전통시장","3130116","동성타워프라자","39","19","20","0","7","9","7","10","6","0","2","4","3","5","5","0","5","5","4","5","1"
"20261","R","전통시장","3130115","우림골목시장","334","181","153","0","25","61","79","113","56","0","2","23","38","63","55","0","23","38","41","50","1"
"20261","R","전통시장","3130114","유영시장","15","10","5","0","0","1","4","6","4","0","0","0","2","4","4","0","0","1","2","2","0"
"20261","R","전통시장","3130113","신아타운","1164","649","515","0","153","292","286","290","143","0","64","138","148","188","111","0","89","154","138","102","32"
"20261","R","전통시장","3130112","사가정시장","351","228","123","0","22","59","100","100","70","0","3","31","59","76","59","0","19","28","41","24","11"
"20261","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","199","113","86","0","13","50","59","54","23","0","0","26","32","32","23","0","13","24","27","22","0"
"20261","R","전통시장","3130110","면목골목시장(면목시장)","186","110","76","0","10","29","50","64","33","0","0","11","26","40","33","0","10","18","24","24","0"
"20261","R","전통시장","3130109","묵1동도깨비시장","143","67","76","0","11","36","43","36","17","0","2","16","20","16","13","0","9","20","23","20","4"
"20261","R","전통시장","3130108","태능엔터피아(태릉시장)","25","17","8","0","0","2","8","6","9","0","0","1","4","4","8","0","0","1","4","2","1"
"20261","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","61","42","19","0","7","16","21","14","3","0","4","11","14","10","3","0","3","5","7","4","0"
"20261","R","전통시장","3130106","중랑동부시장","341","232","109","0","35","83","110","86","27","0","19","56","71","60","26","0","16","27","39","26","1"
"20261","R","전통시장","3130105","장미제일시장(중화동제일시장)","29","22","7","0","2","6","7","9","5","0","2","4","4","7","5","0","0","2","3","2","0"
"20261","R","전통시장","3130104","전곡시장","217","116","101","0","70","42","44","40","21","0","36","24","20","19","17","0","34","18","24","21","4"
"20261","R","전통시장","3130103","이경시장","37","23","14","0","3","8","9","10","7","0","1","5","6","7","4","0","2","3","3","3","3"
"20261","R","전통시장","3130102","이문제일시장","119","63","56","0","12","27","27","31","22","0","3","13","13","17","17","0","9","14","14","14","5"
"20261","R","전통시장","3130101","답십리현대시장","303","223","80","0","46","68","72","64","53","0","37","52","52","44","38","0","9","16","20","20","15"
"20261","R","전통시장","3130100","답십리시장","519","380","139","0","80","117","123","110","89","0","63","90","88","75","64","0","17","27","35","35","25"
"20261","R","전통시장","3130099","전농로터리시장","20","17","3","0","1","1","8","8","2","0","1","1","7","7","1","0","0","0","1","1","1"
"20261","R","전통시장","3130098","회기시장","48","20","28","0","7","13","14","10","4","0","1","4","6","5","4","0","6","9","8","5","0"
"20261","R","전통시장","3130097","답십리 건축자재시장","276","135","141","0","39","54","79","77","27","0","29","36","30","20","20","0","10","18","49","57","7"
"20261","R","전통시장","3130096","동부시장","58","28","30","0","9","12","16","15","6","0","6","8","6","4","4","0","3","4","10","11","2"
"20261","R","전통시장","3130095","청량리전통시장","274","157","117","0","42","76","62","53","41","0","15","46","38","31","27","0","27","30","24","22","14"
"20261","R","전통시장","3130094","청량리청과물시장","234","139","95","0","29","66","55","48","36","0","10","39","35","29","26","0","19","27","20","19","10"
"20261","R","전통시장","3130093","동서시장","25","15","10","0","3","7","6","5","4","0","1","4","4","3","3","0","2","3","2","2","1"
"20261","R","전통시장","3130092","청량리농수산물시장","178","112","66","0","17","47","47","40","27","0","6","28","30","24","24","0","11","19","17","16","3"
"20261","R","전통시장","3130091","청량종합도매시장","155","100","55","0","13","43","42","33","24","0","5","26","29","21","19","0","8","17","13","12","5"
"20261","R","전통시장","3130090","청량리종합시장","139","88","51","0","13","39","39","29","19","0","3","25","27","17","16","0","10","14","12","12","3"
"20261","R","전통시장","3130089","청량리수산시장","202","105","97","0","24","45","50","50","33","0","11","26","27","23","18","0","13","19","23","27","15"
"20261","R","전통시장","3130088","경동시장","297","184","113","0","33","77","76","65","46","0","12","47","50","39","36","0","21","30","26","26","10"
"20261","R","전통시장","3130087","경동광성상가(경동시장)","111","72","39","0","11","29","29","25","17","0","4","18","20","16","14","0","7","11","9","9","3"
"20261","R","전통시장","3130086","서울약령시장","1535","954","581","0","164","400","396","336","239","0","60","242","263","203","186","0","104","158","133","133","53"
"20261","R","전통시장","3130085","용두시장","86","45","41","0","11","19","21","21","14","0","5","11","11","10","8","0","6","8","10","11","6"
"20261","R","전통시장","3130084","신성시장(신성골목시장)","315","155","160","0","55","77","83","75","25","0","14","35","41","41","24","0","41","42","42","34","1"
"20261","R","전통시장","3130083","중곡제일시장(중곡제일골목시장, 광성시장)","736","360","376","1","198","141","147","176","73","0","85","76","73","70","56","1","113","65","74","106","17"
"20261","R","전통시장","3130082","면곡골목시장","22","16","6","0","1","6","9","5","1","0","1","5","5","4","1","0","0","1","4","1","0"
"20261","R","전통시장","3130081","자양골목전통시장(자양골목시장)","565","447","118","0","38","83","154","231","59","0","18","54","122","199","54","0","20","29","32","32","5"
"20261","R","전통시장","3130080","자양종합시장(기능상실)","91","57","34","0","13","20","24","24","10","0","9","13","14","13","8","0","4","7","10","11","2"
"20261","R","전통시장","3130079","한아름시장","26","18","8","0","3","4","7","8","4","0","1","2","5","6","4","0","2","2","2","2","0"
"20261","R","전통시장","3130078","화양제일골목시장","30","21","9","0","3","4","7","11","5","0","1","2","5","8","5","0","2","2","2","3","0"
"20261","R","전통시장","3130077","조양시장","15","13","2","0","0","1","4","5","5","0","0","1","3","4","5","0","0","0","1","1","0"
"20261","R","전통시장","3130076","능동로골목시장","30","25","5","0","0","1","9","10","10","0","0","1","6","8","10","0","0","0","3","2","0"
"20261","R","전통시장","3130075","노룬산시장(노룬산골목시장)","11","11","0","0","0","0","3","4","4","0","0","0","3","4","4","0","0","0","0","0","0"
"20261","R","전통시장","3130074","영동교골목시장","5","5","0","0","0","0","1","1","3","0","0","0","1","1","3","0","0","0","0","0","0"
"20261","R","전통시장","3130073","뚝도시장","477","307","170","0","110","138","114","79","36","0","48","90","78","57","34","0","62","48","36","22","2"
"20261","R","전통시장","3130072","성동용답상가시장","453","287","166","0","118","135","94","68","38","0","49","93","66","45","34","0","69","42","28","23","4"
"20261","R","전통시장","3130071","성수역 골목형상점가","885","567","318","1","146","225","221","178","114","1","81","150","149","107","79","0","65","75","72","71","35"
"20261","R","전통시장","3130070","뚝섬역상점가","1725","1187","538","0","275","353","365","377","355","0","164","234","235","268","286","0","111","119","130","109","69"
"20261","R","전통시장","3130069","한양대앞상점가(한양시장, 왕십리맛골목)","176","128","48","0","3","30","62","59","22","0","0","19","43","45","21","0","3","11","19","14","1"
"20261","R","전통시장","3130068","마장축산물시장","3134","2246","888","0","242","554","721","1055","562","0","145","388","530","753","430","0","97","166","191","302","132"
"20261","R","전통시장","3130067","왕십리도선동상점가","1834","840","994","0","303","354","381","455","341","0","102","198","207","190","143","0","201","156","174","265","198"
"20261","R","전통시장","3130066","행당시장상점가","625","411","214","0","70","153","176","166","60","0","35","89","116","119","52","0","35","64","60","47","8"
"20261","R","전통시장","3130065","무학봉상점가","689","428","261","0","74","191","207","161","56","0","37","104","126","105","56","0","37","87","81","56","0"
"20261","R","전통시장","3130064","금남시장","39","24","15","0","2","4","10","11","12","0","0","0","5","7","12","0","2","4","5","4","0"
"20261","R","전통시장","3130063","신금호역 골목형상점가","48","28","20","0","3","8","12","12","13","0","0","2","6","7","13","0","3","6","6","5","0"
"20261","R","전통시장","3130062","보광시장","34","18","16","0","3","7","11","10","3","0","0","3","6","6","3","0","3","4","5","4","0"
"20261","R","전통시장","3130061","이태원시장","754","334","420","0","220","292","150","72","20","0","58","122","84","52","18","0","162","170","66","20","2"
"20261","R","전통시장","3130060","신흥시장","153","115","38","0","2","26","62","61","2","0","0","14","50","49","2","0","2","12","12","12","0"
"20261","R","전통시장","3130059","후암시장","200","119","81","0","29","47","58","48","18","0","9","28","38","28","16","0","20","19","20","20","2"
"20261","R","전통시장","3130058","이촌종합시장","2891","1850","1041","5","468","782","811","592","233","5","231","481","572","398","163","0","237","301","239","194","70"
